Watch_ID,Brand,Model,Collection,Movement_Type,Case_Material,Dial_Color,Strap_Material,Water_Resistance_m,Release_Year,Price_USD,Units_Sold,Customer_Rating,Country,Warranty_Years
W01032,IWC Schaffhausen,Santos,Sport,Automatic,Gold,Black,Rubber,200,2013,63432,4934,3.7,Japan,2
W01033,Patek Philippe,Luminor,Classic,Automatic,Ceramic,Silver,Gold,200,2000,127891,1007,3.1,Italy,3
W01034,Hublot,Submariner,Aviator,Automatic,Ceramic,Green,NATO,500,2023,106290,669,3.9,Japan,10
W01035,Omega,Big Bang,Elegance,Quartz,Gold,Gray,Rubber,100,2004,21173,3587,3.1,Germany,10
W01036,Breitling,Carrera,Professional,Quartz,Gold,Black,Gold,500,2004,84179,3546,4.7,Italy,10
W01037,Omega,Santos,Chronograph,Manual,Stainless Steel,Blue,Stainless Steel,150,2007,65293,4382,3.9,Japan,5
W01038,Audemars Piguet,Speedmaster,GMT,Quartz,Stainless Steel,White,Leather,50,2013,135597,3494,4.6,Japan,10
W01039,Breitling,Speedmaster,Aviator,Manual,Titanium,White,Stainless Steel,200,2007,54318,1568,3.7,Japan,5
W01040,Patek Philippe,Portugieser,Sport,Manual,Titanium,Blue,Gold,50,2008,113261,2751,4.5,Japan,3
W01041,Omega,Nautilus,Classic,Quartz,Titanium,Silver,Gold,100,2019,135491,3586,3.8,USA,7
W01042,Panerai,Santos,Aviator,Manual,Stainless Steel,White,Leather,300,2002,69104,2620,4.3,Italy,2
W01043,Breitling,Luminor,Classic,Automatic,Ceramic,Blue,Rubber,500,2009,49628,2077,4.4,Italy,2
W01044,Rolex,Carrera,Diver,Automatic,Platinum,Green,Leather,500,2015,114210,4704,4.2,Japan,3
W01045,Hublot,Royal Oak,Professional,Automatic,Platinum,Green,Stainless Steel,50,2010,149240,3212,3.1,Japan,3
W01046,Patek Philippe,Luminor,Aviator,Manual,Gold,Blue,NATO,50,2001,43414,2371,3.7,USA,10
W01047,Omega,Speedmaster,Aviator,Manual,Stainless Steel,Black,Rubber,100,2000,25575,1364,4.6,Germany,10
W01048,Patek Philippe,Big Bang,Sport,Automatic,Gold,Silver,NATO,100,2009,141821,3183,4.8,USA,3
W01049,Tag Heuer,Luminor,Sport,Quartz,Platinum,Silver,NATO,200,2020,61518,3335,4.3,Japan,2
W01050,Hublot,Navitimer,GMT,Automatic,Gold,Blue,Rubber,300,2005,99860,1692,4.9,Japan,3
W01051,Panerai,Speedmaster,Elegance,Quartz,Stainless Steel,White,Stainless Steel,300,2007,13884,206,3.5,Japan,10
W01052,Breitling,Santos,Classic,Quartz,Stainless Steel,Gray,Gold,50,2005,85038,4004,3.3,Japan,3
W01053,Breitling,Big Bang,Tourbillon,Manual,Stainless Steel,Silver,Stainless Steel,300,2001,33613,519,3.7,USA,10
W01054,Breitling,Navitimer,GMT,Manual,Platinum,Silver,Gold,100,2007,28432,3713,4.4,Japan,2
W01055,Hublot,Submariner,Sport,Quartz,Stainless Steel,Green,Gold,500,2020,137201,1580,3.8,Germany,7
W01056,Rolex,Carrera,Tourbillon,Quartz,Titanium,Green,Rubber,100,2002,117643,4857,4.3,Switzerland,2
W01057,Audemars Piguet,Speedmaster,Heritage,Quartz,Titanium,Green,Rubber,100,2021,117884,4861,4.4,Germany,5
W01058,Cartier,Santos,Tourbillon,Manual,Stainless Steel,Gray,Leather,50,2011,66405,3827,4.2,Japan,10
W01059,IWC Schaffhausen,Navitimer,Professional,Automatic,Titanium,Silver,NATO,150,2005,125667,1398,4.6,USA,3
W01060,Omega,Navitimer,Aviator,Quartz,Stainless Steel,Silver,NATO,100,2018,86035,1791,3.5,Japan,3
W01061,Rolex,Nautilus,Sport,Manual,Platinum,Gray,NATO,300,2006,80825,4353,3.2,USA,10
W01062,Panerai,Navitimer,Aviator,Automatic,Titanium,Silver,NATO,300,2022,114558,1171,3.1,Switzerland,5
W01063,Omega,Carrera,GMT,Manual,Platinum,White,Leather,100,2022,5347,795,5.0,Italy,10
W01064,Breitling,Big Bang,Diver,Automatic,Titanium,White,Gold,500,2023,114521,1188,4.4,Germany,3
W01065,Patek Philippe,Big Bang,Sport,Manual,Ceramic,White,Leather,150,2022,44396,2542,3.5,Switzerland,7
W01066,Panerai,Navitimer,Sport,Automatic,Ceramic,Black,Rubber,50,2012,84476,3512,4.0,Japan,5
W01067,Omega,Santos,Chronograph,Quartz,Platinum,Silver,Stainless Steel,100,2003,6545,2642,3.1,USA,3
W01068,Breitling,Speedmaster,Aviator,Manual,Titanium,Gray,Gold,50,2020,80867,2201,4.3,USA,2
W01069,Omega,Santos,Sport,Automatic,Ceramic,Silver,Gold,150,2013,56868,3526,4.9,Italy,5
W01070,Patek Philippe,Portugieser,Diver,Automatic,Stainless Steel,Gray,Leather,100,2003,135077,3850,4.4,Switzerland,10
W01071,Breitling,Speedmaster,Diver,Automatic,Gold,Blue,Rubber,500,2017,131426,2653,4.2,Germany,2
W01072,Audemars Piguet,Submariner,Professional,Quartz,Ceramic,Blue,Rubber,100,2006,111672,2679,4.8,USA,7
W01073,Rolex,Carrera,Classic,Manual,Ceramic,Black,Gold,100,2012,52616,2475,4.0,Germany,7
W01074,Tag Heuer,Santos,Sport,Automatic,Stainless Steel,Blue,Leather,200,2002,123047,495,4.5,Japan,10
W01075,IWC Schaffhausen,Nautilus,Diver,Quartz,Ceramic,White,NATO,100,2016,62473,3874,4.9,USA,10
W01076,Hublot,Big Bang,Diver,Quartz,Ceramic,Black,Gold,100,2000,45649,1243,4.3,USA,2
W01077,IWC Schaffhausen,Navitimer,Professional,Quartz,Ceramic,Black,NATO,500,2024,40473,3478,4.1,Switzerland,3
W01078,Panerai,Speedmaster,Chronograph,Quartz,Titanium,Black,Stainless Steel,150,2010,58382,3062,4.2,Italy,5
W01079,IWC Schaffhausen,Navitimer,Classic,Quartz,Ceramic,Green,Rubber,150,2018,71308,2994,4.5,Japan,5
W01080,Breitling,Submariner,Elegance,Quartz,Gold,Blue,Gold,200,2006,37707,2511,3.1,Italy,2
W01081,Audemars Piguet,Portugieser,Sport,Quartz,Titanium,Silver,Stainless Steel,100,2024,86079,2529,3.7,Switzerland,10
W01082,Tag Heuer,Navitimer,Elegance,Manual,Titanium,Green,NATO,300,2013,109588,4877,3.1,Germany,10
W01083,Rolex,Santos,Elegance,Manual,Platinum,Gray,Gold,50,2006,47050,2799,4.6,Switzerland,3
W01084,Rolex,Speedmaster,GMT,Quartz,Ceramic,White,Stainless Steel,500,2023,79823,136,4.8,Switzerland,7
W01085,Patek Philippe,Nautilus,Chronograph,Automatic,Gold,Green,Gold,100,2021,107065,1488,3.8,Switzerland,7
W01086,Hublot,Submariner,GMT,Automatic,Gold,White,Stainless Steel,500,2010,120587,4922,3.5,USA,2
W01087,Omega,Luminor,Aviator,Automatic,Platinum,Silver,Stainless Steel,200,2018,107825,2364,3.1,Japan,2
W01088,Audemars Piguet,Carrera,Tourbillon,Quartz,Gold,Silver,NATO,300,2015,38355,1500,3.0,Germany,7
W01089,Omega,Portugieser,Professional,Automatic,Titanium,Blue,Rubber,150,2016,69611,67,4.1,Italy,3
W01090,Tag Heuer,Santos,Diver,Manual,Stainless Steel,Gray,Leather,50,2013,54233,2992,3.7,Germany,3
W01091,IWC Schaffhausen,Carrera,Diver,Manual,Titanium,Green,Stainless Steel,200,2023,91823,2471,4.9,USA,2
W01092,Rolex,Nautilus,Classic,Manual,Stainless Steel,Silver,Rubber,150,2021,53383,93,4.6,USA,5
W01093,Tag Heuer,Carrera,Chronograph,Manual,Gold,White,Leather,100,2014,70240,372,3.9,Italy,5
W01094,IWC Schaffhausen,Big Bang,Diver,Quartz,Ceramic,Silver,NATO,200,2017,42499,4183,3.4,USA,7
W01095,Rolex,Speedmaster,GMT,Manual,Stainless Steel,Blue,Gold,100,2011,121450,4382,3.8,Italy,10
W01096,IWC Schaffhausen,Carrera,Tourbillon,Automatic,Titanium,White,Rubber,200,2012,142004,4826,3.1,USA,10
W01097,Hublot,Santos,GMT,Automatic,Titanium,Black,Gold,200,2023,47643,1345,4.2,Switzerland,5
W01098,Audemars Piguet,Luminor,Elegance,Manual,Titanium,Gray,Gold,100,2003,81250,1300,4.7,USA,3
W01099,Panerai,Big Bang,Aviator,Manual,Titanium,Blue,Leather,200,2009,146175,4491,3.9,Italy,7
W01100,Tag Heuer,Big Bang,Diver,Manual,Platinum,Blue,Rubber,500,2008,148324,789,4.0,Italy,2
W01101,Tag Heuer,Carrera,Elegance,Automatic,Gold,Black,Stainless Steel,150,2011,28076,2069,4.9,Italy,10
W01102,Cartier,Portugieser,Diver,Automatic,Ceramic,Gray,Leather,500,2024,11174,1028,3.6,Japan,5
W01103,Breitling,Royal Oak,Sport,Manual,Platinum,Silver,Rubber,500,2024,92593,460,3.2,Germany,10
W01104,Hublot,Portugieser,Heritage,Automatic,Gold,Blue,Stainless Steel,150,2003,23029,464,3.1,Germany,3
W01105,Hublot,Navitimer,Professional,Automatic,Stainless Steel,Black,Gold,50,2005,72579,3264,4.5,Switzerland,3
W01106,Omega,Santos,Professional,Quartz,Platinum,Gray,NATO,50,2013,128358,3345,3.4,Italy,10
W01107,IWC Schaffhausen,Royal Oak,Diver,Manual,Platinum,Black,NATO,200,2003,71740,1850,5.0,Japan,3
W01108,Breitling,Speedmaster,Tourbillon,Manual,Platinum,Gray,Leather,150,2009,61202,861,4.9,Japan,2
W01109,Audemars Piguet,Big Bang,Chronograph,Quartz,Platinum,Blue,Stainless Steel,500,2004,125079,290,4.7,Japan,2
W01110,Audemars Piguet,Santos,Classic,Quartz,Stainless Steel,Green,Stainless Steel,100,2006,85913,1407,4.0,Italy,5
W01111,Hublot,Nautilus,Tourbillon,Automatic,Titanium,Blue,NATO,200,2006,94487,740,4.0,Japan,7
W01112,Audemars Piguet,Navitimer,Chronograph,Quartz,Platinum,Gray,Stainless Steel,500,2009,74800,4903,4.9,Japan,3
W01113,Cartier,Luminor,Tourbillon,Manual,Gold,Green,Rubber,100,2021,6073,1111,3.6,Germany,7
W01114,Tag Heuer,Navitimer,Sport,Manual,Titanium,Silver,Rubber,300,2019,52209,4561,4.0,USA,10
W01115,Patek Philippe,Santos,Tourbillon,Manual,Stainless Steel,Black,NATO,50,2012,90210,1335,3.8,USA,5
W01116,Panerai,Speedmaster,Classic,Automatic,Ceramic,White,Gold,200,2014,12873,164,3.7,USA,3
W01117,Omega,Big Bang,Professional,Automatic,Stainless Steel,Blue,Gold,200,2020,136112,4455,4.8,Italy,2
W01118,IWC Schaffhausen,Submariner,Tourbillon,Manual,Ceramic,White,Gold,100,2004,6655,3684,4.4,Switzerland,10
W01119,Panerai,Submariner,GMT,Manual,Gold,Silver,NATO,50,2024,15938,785,4.9,Switzerland,2
W01120,IWC Schaffhausen,Santos,Chronograph,Automatic,Ceramic,Blue,Leather,100,2015,64533,2082,3.1,Germany,10
W01121,Rolex,Carrera,Aviator,Automatic,Platinum,White,Stainless Steel,100,2005,5930,3219,4.7,Switzerland,2
W01122,Panerai,Portugieser,Chronograph,Quartz,Titanium,Silver,Rubber,50,2003,31090,4477,3.7,Switzerland,2
W01123,Patek Philippe,Navitimer,Professional,Automatic,Titanium,Green,Rubber,300,2005,96674,4538,4.2,USA,5
W01124,Hublot,Speedmaster,Tourbillon,Automatic,Platinum,Silver,Leather,150,2022,47849,1974,4.4,USA,5
W01125,Cartier,Navitimer,GMT,Manual,Titanium,Blue,Stainless Steel,500,2022,121917,2946,3.3,Italy,3
W01126,Tag Heuer,Nautilus,Tourbillon,Manual,Stainless Steel,Gray,Gold,150,2015,63032,2467,4.5,Switzerland,2
W01127,Tag Heuer,Submariner,Tourbillon,Manual,Platinum,Gray,Rubber,300,2018,13162,4718,3.7,Italy,7
W01128,Cartier,Big Bang,Diver,Quartz,Platinum,Gray,Gold,50,2005,73948,739,3.6,Japan,10
W01129,Breitling,Nautilus,Sport,Automatic,Titanium,Blue,Gold,200,2010,46858,1105,3.9,Germany,3
W01130,Rolex,Big Bang,Classic,Quartz,Ceramic,Blue,NATO,50,2013,109248,2500,4.6,Germany,5
W01131,IWC Schaffhausen,Navitimer,Sport,Automatic,Gold,Silver,NATO,500,2022,65174,3493,3.8,Japan,10
W01132,Patek Philippe,Speedmaster,Aviator,Automatic,Ceramic,Blue,Stainless Steel,100,2014,74314,1694,4.1,Germany,10
W01133,Audemars Piguet,Submariner,Professional,Manual,Stainless Steel,Silver,Rubber,500,2000,11658,4461,3.5,Switzerland,5
W01134,Panerai,Navitimer,Tourbillon,Automatic,Platinum,Gray,NATO,50,2003,134148,3259,3.6,Italy,3
W01135,Rolex,Submariner,Heritage,Quartz,Platinum,Black,Stainless Steel,150,2006,141179,4769,4.9,Switzerland,7
W01136,Panerai,Santos,Sport,Manual,Stainless Steel,Black,Leather,200,2009,71413,1753,4.8,Germany,7
W01137,Patek Philippe,Luminor,Elegance,Quartz,Gold,Black,Gold,500,2000,11836,3456,4.8,Switzerland,5
W01138,Omega,Luminor,Heritage,Quartz,Platinum,White,Rubber,300,2013,97424,4492,3.8,Germany,10
W01139,Omega,Big Bang,Sport,Manual,Ceramic,Black,Rubber,50,2023,123398,3152,3.1,Italy,5
W01140,Rolex,Navitimer,Elegance,Automatic,Stainless Steel,Black,Stainless Steel,200,2005,142127,833,4.8,Germany,10
W01141,Hublot,Royal Oak,Professional,Quartz,Platinum,Silver,NATO,500,2013,142655,1101,3.8,Japan,2
W01142,Patek Philippe,Submariner,Tourbillon,Automatic,Ceramic,Silver,Gold,200,2021,125589,478,4.6,Germany,10
W01143,Patek Philippe,Submariner,GMT,Manual,Stainless Steel,Gray,Gold,150,2018,124141,1945,4.0,Japan,2
W01144,Cartier,Royal Oak,GMT,Automatic,Stainless Steel,Blue,Rubber,100,2005,58166,1238,4.8,Italy,10
W01145,Hublot,Carrera,Sport,Automatic,Stainless Steel,Blue,Rubber,200,2019,38387,1500,3.2,Germany,2
W01146,IWC Schaffhausen,Navitimer,Tourbillon,Manual,Gold,Blue,Gold,200,2024,111205,1402,4.7,Italy,3
W01147,IWC Schaffhausen,Royal Oak,Sport,Automatic,Stainless Steel,Gray,Leather,50,2019,145676,888,4.7,USA,7
W01148,Audemars Piguet,Luminor,Professional,Quartz,Titanium,Silver,Stainless Steel,300,2005,75997,2413,3.6,USA,2
W01149,Tag Heuer,Submariner,Elegance,Quartz,Titanium,Silver,Leather,50,2010,98945,881,4.3,Germany,10
W01150,Omega,Luminor,Tourbillon,Quartz,Stainless Steel,Black,NATO,150,2021,7644,4973,3.1,USA,2
W01151,IWC Schaffhausen,Navitimer,Heritage,Automatic,Platinum,Green,Leather,200,2010,43272,148,3.6,Switzerland,10
W01152,Hublot,Speedmaster,Elegance,Quartz,Titanium,Silver,Leather,100,2016,133254,2016,3.7,Switzerland,7
W01153,Patek Philippe,Speedmaster,Heritage,Automatic,Ceramic,Gray,NATO,200,2019,17709,4823,3.2,Japan,3
W01154,IWC Schaffhausen,Big Bang,Heritage,Automatic,Ceramic,Green,Stainless Steel,100,2008,110587,242,3.9,USA,2
W01155,Patek Philippe,Luminor,Professional,Automatic,Platinum,Silver,Gold,100,2013,77414,3155,4.3,Japan,10
W01156,IWC Schaffhausen,Luminor,Classic,Automatic,Ceramic,Gray,Leather,500,2005,76404,4807,4.3,USA,7
W01157,Omega,Luminor,Classic,Manual,Platinum,Silver,Stainless Steel,500,2003,78556,4239,3.9,Switzerland,5
W01158,Panerai,Carrera,Tourbillon,Quartz,Ceramic,White,NATO,100,2006,82057,3833,3.2,USA,5
W01159,IWC Schaffhausen,Luminor,Aviator,Quartz,Stainless Steel,Green,Stainless Steel,300,2009,143612,4472,3.2,Switzerland,2
W01160,Hublot,Speedmaster,Chronograph,Automatic,Ceramic,White,Leather,50,2006,113126,819,4.6,Switzerland,7
W01161,IWC Schaffhausen,Carrera,Classic,Manual,Stainless Steel,Black,Gold,500,2004,53507,3727,4.1,Italy,2
W01162,Tag Heuer,Big Bang,Tourbillon,Automatic,Ceramic,White,NATO,150,2003,73760,2493,4.5,Switzerland,10
W01163,Omega,Santos,Heritage,Quartz,Ceramic,White,NATO,500,2014,27896,2075,3.1,Switzerland,10
W01164,Hublot,Nautilus,GMT,Quartz,Ceramic,Gray,Leather,300,2003,44101,919,3.9,Japan,5
W01165,Cartier,Big Bang,Classic,Manual,Stainless Steel,Black,Stainless Steel,300,2014,24197,3916,4.8,USA,10
W01166,Hublot,Portugieser,Professional,Automatic,Ceramic,Green,Gold,100,2006,14472,1171,4.4,Germany,10
W01167,Tag Heuer,Carrera,Tourbillon,Manual,Ceramic,Blue,NATO,300,2005,134892,3031,4.5,Germany,2
W01168,Panerai,Speedmaster,Chronograph,Automatic,Gold,Silver,Leather,150,2003,24931,3626,3.9,Switzerland,5
W01169,Omega,Speedmaster,Sport,Manual,Stainless Steel,Gray,Leather,150,2018,79942,3409,4.5,USA,3
W01170,Cartier,Navitimer,Aviator,Quartz,Titanium,Green,Rubber,200,2001,90301,1803,4.3,Italy,10
W01171,Tag Heuer,Submariner,Heritage,Manual,Platinum,Black,Rubber,300,2014,23870,2159,3.3,Germany,5
W01172,Tag Heuer,Luminor,Heritage,Quartz,Gold,White,Stainless Steel,500,2019,78686,4881,3.2,Japan,3
W01173,Rolex,Speedmaster,Sport,Quartz,Ceramic,Blue,Leather,200,2022,121009,4777,3.4,Japan,3
W01174,Omega,Luminor,Classic,Automatic,Titanium,White,Stainless Steel,500,2001,5233,1130,3.2,Japan,5
W01175,Hublot,Royal Oak,GMT,Manual,Titanium,Silver,Stainless Steel,150,2012,123408,609,4.2,Italy,2
W01176,Patek Philippe,Submariner,Sport,Manual,Ceramic,Black,Gold,300,2024,117753,4028,4.9,Italy,5
W01177,Panerai,Royal Oak,GMT,Manual,Ceramic,Blue,Rubber,100,2013,31674,4766,4.5,Italy,3
W01178,Patek Philippe,Luminor,Heritage,Manual,Gold,Green,Stainless Steel,100,2008,83197,2399,4.5,USA,3
W01179,Hublot,Carrera,Chronograph,Automatic,Stainless Steel,Green,Gold,300,2015,90007,106,4.7,USA,3
W01180,Hublot,Portugieser,Classic,Automatic,Gold,Black,Gold,500,2021,135484,1509,4.8,USA,5
W01181,Omega,Submariner,Tourbillon,Automatic,Stainless Steel,Black,Rubber,200,2008,144077,1640,3.6,Italy,10
W01182,Hublot,Carrera,Heritage,Quartz,Titanium,Gray,Rubber,200,2016,29765,199,3.2,Germany,3
W01183,Rolex,Speedmaster,Sport,Quartz,Platinum,White,Leather,100,2021,142660,4039,4.5,Germany,5
W01184,Cartier,Portugieser,GMT,Quartz,Ceramic,Blue,Stainless Steel,200,2002,22080,373,3.9,Germany,2
W01185,Hublot,Santos,GMT,Automatic,Gold,Silver,Gold,100,2021,136244,2606,4.9,USA,10
W01186,Patek Philippe,Speedmaster,Heritage,Quartz,Titanium,Black,Leather,50,2004,114899,2457,4.9,USA,7
W01187,Hublot,Nautilus,Heritage,Manual,Gold,Blue,Stainless Steel,100,2011,124895,2780,4.9,Germany,2
W01188,Rolex,Big Bang,Chronograph,Quartz,Stainless Steel,Gray,Stainless Steel,50,2004,127640,1453,4.5,Italy,10
W01189,IWC Schaffhausen,Submariner,Chronograph,Automatic,Ceramic,Black,Leather,300,2013,141445,1473,4.2,Germany,2
W01190,IWC Schaffhausen,Nautilus,Diver,Automatic,Stainless Steel,Black,Gold,50,2016,13056,3355,4.5,Germany,7
W01191,Tag Heuer,Luminor,Sport,Automatic,Stainless Steel,Green,Leather,150,2004,17673,3717,3.6,Switzerland,3
W01192,Panerai,Submariner,Professional,Automatic,Stainless Steel,Blue,Stainless Steel,500,2012,15718,4603,3.0,USA,2
W01193,Audemars Piguet,Big Bang,Sport,Manual,Titanium,Green,Leather,200,2021,81725,4434,3.9,Switzerland,2
W01194,Cartier,Submariner,Chronograph,Quartz,Ceramic,Gray,Leather,50,2014,58161,2704,4.3,Switzerland,10
W01195,Breitling,Carrera,Diver,Quartz,Platinum,Green,Stainless Steel,150,2016,146596,285,4.7,Japan,5
W01196,Tag Heuer,Royal Oak,Classic,Automatic,Gold,Gray,Rubber,150,2009,26227,4401,3.1,Switzerland,10
W01197,Panerai,Navitimer,Heritage,Quartz,Stainless Steel,Blue,Gold,200,2015,54357,4082,3.1,Italy,5
W01198,IWC Schaffhausen,Carrera,Aviator,Manual,Ceramic,Gray,Stainless Steel,100,2022,128254,330,4.9,Germany,7
W01199,Patek Philippe,Big Bang,Sport,Automatic,Gold,Gray,Rubber,150,2015,141103,1366,3.4,Japan,10
W01200,Breitling,Submariner,Sport,Quartz,Ceramic,Green,Leather,500,2016,107512,1091,4.4,Italy,2
W01201,Panerai,Carrera,Elegance,Quartz,Gold,White,Rubber,50,2006,38546,4544,3.3,Japan,7
W01202,Panerai,Royal Oak,Chronograph,Quartz,Ceramic,Silver,Stainless Steel,200,2010,143463,3061,4.8,Japan,10
W01203,Tag Heuer,Nautilus,Aviator,Quartz,Platinum,Silver,Stainless Steel,50,2013,33947,4692,4.5,Japan,3
W01204,Breitling,Carrera,Tourbillon,Automatic,Ceramic,White,Leather,100,2011,70950,4981,3.1,Switzerland,7
W01205,Omega,Luminor,Elegance,Automatic,Ceramic,Black,Stainless Steel,200,2008,59660,305,3.5,Italy,3
W01206,Audemars Piguet,Nautilus,Professional,Manual,Stainless Steel,Green,NATO,150,2006,94137,3133,4.9,Japan,10
W01207,Omega,Big Bang,Sport,Automatic,Stainless Steel,Silver,Rubber,50,2013,29073,1946,4.7,Japan,10
W01208,Breitling,Nautilus,Diver,Quartz,Stainless Steel,Blue,NATO,500,2015,56892,467,3.1,Germany,10
W01209,Omega,Submariner,Diver,Quartz,Ceramic,Gray,NATO,50,2009,59115,2572,3.6,Switzerland,5
W01210,Rolex,Portugieser,Tourbillon,Quartz,Platinum,Gray,Rubber,500,2004,76994,1994,3.7,USA,7
W01211,IWC Schaffhausen,Portugieser,GMT,Manual,Gold,Black,Stainless Steel,150,2018,19614,2045,4.0,Italy,7
W01212,Rolex,Santos,Elegance,Automatic,Stainless Steel,Silver,Rubber,150,2006,141106,3846,3.6,Germany,3
W01213,Hublot,Luminor,Elegance,Automatic,Titanium,Green,Leather,100,2021,42947,483,4.7,USA,3
W01214,Omega,Submariner,Diver,Automatic,Ceramic,Silver,NATO,100,2023,70637,110,3.9,USA,3
W01215,Hublot,Big Bang,Diver,Quartz,Platinum,Green,NATO,150,2007,127560,3268,3.0,Italy,7
W01216,Patek Philippe,Speedmaster,Heritage,Quartz,Platinum,Black,Stainless Steel,200,2009,102070,3081,3.8,Italy,3
W01217,Cartier,Portugieser,Diver,Quartz,Stainless Steel,Gray,Rubber,150,2021,89512,1054,4.2,USA,2
W01218,Patek Philippe,Big Bang,Chronograph,Manual,Stainless Steel,White,Gold,150,2022,79903,3781,4.3,Switzerland,10
W01219,Breitling,Nautilus,Diver,Manual,Titanium,Gray,Stainless Steel,300,2002,104678,1295,3.2,Italy,3
W01220,Panerai,Carrera,Elegance,Quartz,Titanium,Green,Stainless Steel,200,2013,107865,676,4.0,Japan,2
W01221,IWC Schaffhausen,Portugieser,Heritage,Manual,Stainless Steel,Green,Stainless Steel,200,2019,145345,3525,3.9,Switzerland,3
W01222,Omega,Submariner,Professional,Manual,Gold,Black,Rubber,500,2022,53857,770,3.4,Italy,10
W01223,Tag Heuer,Portugieser,Elegance,Manual,Stainless Steel,Black,Stainless Steel,100,2021,9448,1171,3.4,Japan,2
W01224,Cartier,Royal Oak,Diver,Automatic,Stainless Steel,Blue,Leather,100,2002,51010,4604,4.9,Italy,10
W01225,Audemars Piguet,Royal Oak,Diver,Manual,Platinum,Gray,Leather,100,2014,59904,3843,3.8,Italy,5
W01226,Audemars Piguet,Royal Oak,Diver,Quartz,Stainless Steel,Gray,NATO,50,2009,89956,2949,4.3,Switzerland,10
W01227,Audemars Piguet,Luminor,Heritage,Automatic,Stainless Steel,Black,NATO,200,2006,92334,3443,3.4,Japan,7
W01228,Omega,Portugieser,Sport,Manual,Stainless Steel,Silver,Rubber,300,2018,82294,824,4.9,USA,10
W01229,Audemars Piguet,Santos,Heritage,Quartz,Gold,Green,Gold,100,2009,15661,4236,4.9,Germany,5
W01230,Rolex,Big Bang,Classic,Manual,Platinum,White,NATO,100,2013,47134,3904,4.6,USA,3
W01231,Cartier,Royal Oak,Chronograph,Quartz,Ceramic,Black,NATO,100,2007,111521,388,3.9,Japan,7
W01232,Rolex,Nautilus,Aviator,Quartz,Ceramic,Green,NATO,100,2022,68280,4343,3.8,Germany,5
W01233,Panerai,Submariner,Chronograph,Manual,Ceramic,White,NATO,100,2019,133613,2025,4.8,Switzerland,10
W01234,Cartier,Luminor,Diver,Manual,Ceramic,Blue,Stainless Steel,50,2000,81394,3602,4.7,Germany,5
W01235,Rolex,Navitimer,Aviator,Automatic,Platinum,Silver,NATO,300,2005,29402,2541,4.8,Switzerland,3
W01236,Cartier,Royal Oak,Professional,Manual,Stainless Steel,Blue,Rubber,200,2014,73733,4009,3.5,Switzerland,7
W01237,Panerai,Big Bang,GMT,Quartz,Ceramic,Black,Stainless Steel,300,2004,77218,1677,4.3,USA,2
W01238,Hublot,Nautilus,Elegance,Automatic,Stainless Steel,Silver,Stainless Steel,150,2013,84475,4157,4.3,Germany,5
W01239,Omega,Submariner,Sport,Quartz,Ceramic,Blue,Rubber,500,2008,77526,781,3.7,Switzerland,5
W01240,Omega,Carrera,GMT,Quartz,Gold,Green,Gold,200,2005,89108,1960,3.2,Germany,10
W01241,Audemars Piguet,Speedmaster,Heritage,Manual,Stainless Steel,Black,NATO,100,2000,103394,2614,3.2,Japan,7
W01242,Patek Philippe,Nautilus,Classic,Quartz,Platinum,Gray,Leather,150,2018,48669,4932,4.7,USA,2
W01243,Audemars Piguet,Santos,Tourbillon,Manual,Gold,Blue,Gold,500,2014,60342,2425,3.7,Japan,5
W01244,Breitling,Nautilus,Chronograph,Quartz,Gold,Silver,NATO,150,2001,9672,2333,4.8,Germany,2
W01245,Rolex,Nautilus,GMT,Automatic,Platinum,Silver,Leather,150,2018,99404,2646,3.6,Italy,2
W01246,Cartier,Santos,Classic,Manual,Gold,Gray,Stainless Steel,150,2016,84221,77,3.4,Germany,3
W01247,Patek Philippe,Carrera,Diver,Automatic,Stainless Steel,White,Stainless Steel,100,2010,97921,1244,3.8,Switzerland,10
W01248,Panerai,Luminor,Heritage,Manual,Titanium,Silver,Stainless Steel,500,2017,113845,4342,4.4,USA,2
W01249,Breitling,Portugieser,Heritage,Automatic,Titanium,Silver,NATO,150,2023,133261,2849,4.2,Italy,10
W01250,Panerai,Submariner,Elegance,Manual,Ceramic,Black,Rubber,300,2013,86797,1801,3.3,Germany,3
W01251,Omega,Nautilus,Aviator,Automatic,Ceramic,Silver,Stainless Steel,100,2018,77708,2729,5.0,USA,2
W01252,Omega,Nautilus,Aviator,Automatic,Stainless Steel,White,Stainless Steel,150,2008,122461,183,5.0,Switzerland,10
W01253,Audemars Piguet,Santos,GMT,Manual,Platinum,Silver,Stainless Steel,150,2010,6583,2982,3.5,Germany,7
W01254,Rolex,Big Bang,Professional,Manual,Stainless Steel,White,NATO,300,2010,142850,3341,4.1,Japan,10
W01255,Patek Philippe,Nautilus,Aviator,Quartz,Ceramic,Green,Leather,500,2003,140318,2225,3.5,Italy,7
W01256,IWC Schaffhausen,Nautilus,Aviator,Quartz,Gold,White,Gold,50,2017,20719,2877,5.0,USA,3
W01257,Breitling,Santos,Diver,Manual,Stainless Steel,Black,Stainless Steel,50,2011,8003,1472,3.7,Germany,3
W01258,Breitling,Big Bang,Diver,Manual,Stainless Steel,Blue,Gold,300,2022,139003,3696,4.8,USA,7
W01259,Audemars Piguet,Santos,Classic,Automatic,Platinum,Gray,Rubber,500,2008,19445,549,3.9,Italy,5
